x,y,amenity,classification,key_value,category
77.1909804,28.5461048,,activity,{'building': 'commercial'},commercial
77.1936496,28.5457505,,activity,{'building': 'commercial'},commercial
77.1932731,28.5459807,,activity,{'building': 'commercial'},commercial
77.1842648,28.5482353,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1842381,28.5481648,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1923043,28.5454112,cafe,activity,{'amenity': 'cafe'},commercial
77.1921859,28.5448485,,activity,{'building': 'commercial'},commercial
77.1925955,28.545077,,activity,{'building': 'commercial'},commercial
77.1917382,28.5446208,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1917055,28.5446928,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1915579,28.5448909,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1911891,28.5447888,cafe,activity,{'amenity': 'cafe'},commercial
77.1926764,28.545814,,activity,{'building': 'commercial'},commercial
77.1851044,28.5493085,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1838762,28.5503435,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1856646,28.5487866,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1952895,28.5449109,,activity,{'leisure': 'park'},commercial
77.1981372,28.5426022,,activity,{'building': 'school'},non_commercial
77.1048726,28.6406068,cafe,activity,{'amenity': 'cafe'},commercial
77.2197896,28.6310191,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1375135,28.5721052,fuel,activity,{'amenity': 'fuel'},commercial
77.1963725,28.5243533,,activity,{'building': 'industrial'},commercial
76.9948628,28.6870339,fuel,activity,{'amenity': 'fuel'},commercial
77.2579168,28.5359249,bank,activity,{'amenity': 'bank'},commercial
77.2578667,28.5359493,bank,activity,{'amenity': 'bank'},commercial
77.0534935,28.5848874,,activity,{'building': 'school'},non_commercial
77.0643221,28.5696878,bank,activity,{'amenity': 'bank'},commercial
77.0641526,28.5695676,bank,activity,{'amenity': 'bank'},commercial
76.9634531,28.6112144,,activity,{'leisure': 'pitch'},commercial
77.2217935,28.6319496,bank,activity,{'amenity': 'bank'},commercial
77.2223143,28.6322316,bank,activity,{'amenity': 'bank'},commercial
77.223111,28.560513,,residential,{'building': 'apartments'},
77.1916409,28.5843619,marketplace,activity,{'amenity': 'marketplace'},commercial
77.2197258,28.6301576,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2062342,28.5734423,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1858264,28.6017514,cafe,activity,{'amenity': 'cafe'},commercial
77.2684563,28.5527332,college,activity,{'amenity': 'college'},commercial
77.2164415,28.6491348,hospital,activity,{'amenity': 'hospital'},commercial
77.2094748,28.6381308,,activity,{'shop': 'bicycle'},commercial
77.1045409,28.699593,hospital,activity,{'amenity': 'hospital'},commercial
77.194397,28.553793,cafe,activity,{'amenity': 'cafe'},commercial
77.2204463,28.6314049,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2226886,28.6339963,,activity,{'shop': 'photo'},commercial
77.2228322,28.6338916,,activity,{'shop': 'photo'},commercial
77.2211054,28.6336189,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2243993,28.6296448,bureau_de_change,activity,{'amenity': 'bureau_de_change'},commercial
77.1844678,28.4935774,pharmacy,activity,{'amenity': 'pharmacy'},commercial
77.1946069,28.5551279,,activity,{'shop': 'gift'},commercial
77.1946138,28.5551007,,activity,{'shop': 'jewelry'},commercial
77.1945451,28.5551491,,activity,{'shop': 'houseware'},commercial
77.244607,28.5832011,kindergarten,activity,{'amenity': 'kindergarten'},commercial
77.257053,28.5803757,kindergarten,activity,{'amenity': 'kindergarten'},commercial
77.1468543,28.5423944,atm,activity,{'amenity': 'atm'},commercial
77.1454698,28.5387196,,activity,{'shop': 'dairy'},commercial
77.1471275,28.537211,pub,activity,{'amenity': 'pub'},commercial
77.1479893,28.5386253,school,activity,{'amenity': 'school'},commercial
77.1526565,28.5358681,atm,activity,{'amenity': 'atm'},commercial
77.1480219,28.5366824,atm,activity,{'amenity': 'atm'},commercial
77.1486561,28.5363252,,activity,{'shop': 'florist'},commercial
77.1521686,28.5340965,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1519572,28.5332679,atm,activity,{'amenity': 'atm'},commercial
77.1524614,28.5338394,,activity,{'shop': 'stationery'},commercial
77.1527489,28.5338407,,activity,{'shop': 'clothes'},commercial
77.2107525,28.693373,cafe,activity,{'amenity': 'cafe'},commercial
77.2097448,28.6938007,library,activity,{'amenity': 'library'},commercial
77.210527,28.6935306,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2069984,28.6920932,marketplace,activity,{'amenity': 'marketplace'},commercial
77.2072566,28.6786683,marketplace,activity,{'amenity': 'marketplace'},commercial
77.2071011,28.6786306,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2069718,28.6787262,,activity,{'shop': 'books'},commercial
77.2068704,28.678833,,activity,{'shop': 'clothes'},commercial
77.2066772,28.6789116,,activity,{'shop': 'gift'},commercial
77.207262,28.6785742,,activity,{'shop': 'books'},commercial
77.2073854,28.6785083,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2075946,28.6784236,cafe,activity,{'amenity': 'cafe'},commercial
77.2066236,28.6787342,atm,activity,{'amenity': 'atm'},commercial
77.206806,28.6784236,,activity,{'shop': 'chocolate'},commercial
77.2109963,28.6931302,,activity,{'shop': 'stationery'},commercial
77.195299,28.5820097,police,activity,{'amenity': 'police'},commercial
77.1915395,28.5853563,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1915598,28.5839783,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1919623,28.5846352,,activity,{'shop': 'jewelry'},commercial
77.1918647,28.5845245,,activity,{'shop': 'beauty'},commercial
77.1920395,28.5845103,,activity,{'shop': 'convenience'},commercial
77.1916289,28.5846066,,activity,{'shop': 'jewelry'},commercial
77.1917346,28.5845388,,activity,{'shop': 'convenience'},commercial
77.1917997,28.5844032,,activity,{'shop': 'beauty'},commercial
77.1917428,28.5842818,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1918851,28.5842568,,activity,{'shop': 'jewelry'},commercial
77.1919664,28.5843924,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2187524,28.6341238,,activity,{'shop': 'clothes'},commercial
77.2190699,28.6342635,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2201059,28.635221,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2186101,28.6339923,,activity,{'shop': 'shoes'},commercial
77.2179024,28.6327263,post_office,activity,{'amenity': 'post_office'},commercial
77.2129328,28.6467075,pharmacy,activity,{'amenity': 'pharmacy'},commercial
77.2129317,28.6467705,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2128331,28.6467834,,activity,{'shop': 'shoes'},commercial
77.212921,28.6467122,clinic,activity,{'amenity': 'clinic'},commercial
77.2132438,28.6467013,pharmacy,activity,{'amenity': 'pharmacy'},commercial
77.2128151,28.6466897,pharmacy,activity,{'amenity': 'pharmacy'},commercial
77.2262942,28.5996402,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2147726,28.6447305,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2166292,28.6316863,atm,activity,{'amenity': 'atm'},commercial
77.2164451,28.6311221,atm,activity,{'amenity': 'atm'},commercial
77.2129442,28.6294722,bank,activity,{'amenity': 'bank'},commercial
77.212627,28.6292658,fuel,activity,{'amenity': 'fuel'},commercial
77.207037,28.6334535,bank,activity,{'amenity': 'bank'},commercial
77.2163119,28.6321307,bank,activity,{'amenity': 'bank'},commercial
77.2162739,28.6322738,fast_food,activity,{'amenity': 'fast_food'},commercial
77.212874,28.6294413,atm,activity,{'amenity': 'atm'},commercial
77.2085663,28.6336968,,activity,{'shop': 'confectionery'},commercial
77.2101806,28.6289471,fuel,activity,{'amenity': 'fuel'},commercial
77.2076665,28.6333793,bank,activity,{'amenity': 'bank'},commercial
77.2080471,28.6334275,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2047952,28.5567725,bank,activity,{'amenity': 'bank'},commercial
77.2020631,28.5559225,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2057891,28.5576373,bank,activity,{'amenity': 'bank'},commercial
77.206402,28.557687,fuel,activity,{'amenity': 'fuel'},commercial
77.2059386,28.5572521,bank,activity,{'amenity': 'bank'},commercial
77.2023928,28.5572536,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2022269,28.5565879,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2019329,28.5546377,bank,activity,{'amenity': 'bank'},commercial
77.2112304,28.645342,,activity,{'shop': 'alcohol'},commercial
77.1857471,28.5006053,cafe,activity,{'amenity': 'cafe'},commercial
77.2035198,28.519551,school,activity,{'amenity': 'school'},commercial
77.2364879,28.548633,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1133697,28.625488,school,activity,{'amenity': 'school'},commercial
77.0867027,28.6328321,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1785622,28.645305,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1980051,28.5746051,atm,activity,{'amenity': 'atm'},commercial
77.1910525,28.5795413,,activity,{'leisure': 'playground'},commercial
77.1957659,28.5745977,,activity,{'shop': 'cosmetics'},commercial
77.1968807,28.5764368,atm,activity,{'amenity': 'atm'},commercial
77.1967295,28.5773881,atm,activity,{'amenity': 'atm'},commercial
77.1950523,28.5696397,atm,activity,{'amenity': 'atm'},commercial
77.1973549,28.5726861,atm,activity,{'amenity': 'atm'},commercial
77.1980129,28.5750232,atm,activity,{'amenity': 'atm'},commercial
77.1957332,28.576547,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1954803,28.5764599,,activity,{'shop': 'cosmetics'},commercial
77.195264,28.5765364,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1896241,28.5831328,theatre,activity,{'amenity': 'theatre'},commercial
77.1938516,28.5696026,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1889265,28.5683377,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1957209,28.5764221,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1966346,28.5770437,atm,activity,{'amenity': 'atm'},commercial
77.1947154,28.5697464,,activity,{'shop': 'computer'},commercial
77.1957107,28.5764448,restaurant,activity,{'amenity': 'restaurant'},commercial
77.193599,28.5698844,,activity,{'shop': 'photo'},commercial
77.1963731,28.5697717,fuel,activity,{'amenity': 'fuel'},commercial
77.2105515,28.6410445,restaurant,activity,{'amenity': 'restaurant'},commercial
77.0502838,28.5157955,school,activity,{'amenity': 'school'},commercial
77.2174792,28.6301669,,activity,{'shop': 'clothes'},commercial
77.2126795,28.6410765,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2607687,28.5358998,bank,activity,{'amenity': 'bank'},commercial
77.2610083,28.5374894,bank,activity,{'amenity': 'bank'},commercial
77.2175752,28.5692131,school,activity,{'amenity': 'school'},commercial
77.2621625,28.5402881,bank,activity,{'amenity': 'bank'},commercial
77.0643097,28.602378,atm,activity,{'amenity': 'atm'},commercial
77.1993749,28.572508,community_centre,activity,{'amenity': 'community_centre'},commercial
77.1965682,28.5704357,community_centre,activity,{'amenity': 'community_centre'},commercial
77.2659895,28.544205,hospital,activity,{'amenity': 'hospital'},commercial
77.2401446,28.5414989,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2400613,28.5414082,cinema,activity,{'amenity': 'cinema'},commercial
77.2156818,28.5412792,cafe,activity,"{'amenity': 'cafe', 'shop': 'bakery'}",commercial
77.2158236,28.7133403,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2400915,28.5415809,,activity,{'leisure': 'fitness_centre'},commercial
77.2402041,28.5388421,,activity,{'shop': 'bakery'},commercial
77.2161209,28.7139224,bank,activity,{'amenity': 'bank'},commercial
77.2164605,28.714491,school,activity,{'amenity': 'school'},commercial
77.2161437,28.7150797,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2311301,28.5607706,atm,activity,{'amenity': 'atm'},commercial
77.2686215,28.554429,,activity,{'shop': 'electronics'},commercial
77.2204652,28.6302749,cafe,activity,{'amenity': 'cafe'},commercial
77.220132,28.6302116,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2801253,28.6606067,,activity,{'shop': 'jewelry'},commercial
77.2104527,28.6409134,cafe,activity,{'amenity': 'cafe'},commercial
77.2104056,28.6384132,bar,activity,{'amenity': 'bar'},commercial
77.1967041,28.7229922,,activity,{'leisure': 'park'},commercial
77.1081266,28.6939915,school,activity,{'amenity': 'school'},commercial
77.1159961,28.7140551,,activity,{'shop': 'travel_agency'},commercial
77.253564,28.5666771,,activity,{'shop': 'car'},commercial
77.0406957,28.6216001,clinic,activity,{'amenity': 'clinic'},commercial
77.2051383,28.5600369,bank,activity,{'amenity': 'bank'},commercial
77.1403379,28.69579,,activity,{'shop': 'supermarket'},commercial
77.2507151,28.592241,fountain,activity,{'amenity': 'fountain'},commercial
77.25188,28.5932947,fountain,activity,{'amenity': 'fountain'},commercial
77.1648482,28.5142641,dentist,activity,{'amenity': 'dentist'},commercial
77.2108385,28.6407931,,activity,{'shop': 'mobile_phone'},commercial
77.2254277,28.53312,hospital,activity,{'amenity': 'hospital'},commercial
77.1370459,28.697473,school,activity,{'amenity': 'school'},commercial
77.1351273,28.6896904,fuel,activity,{'amenity': 'fuel'},commercial
77.202219,28.5565239,cafe,activity,{'amenity': 'cafe'},commercial
77.2128901,28.6409875,cafe,activity,{'amenity': 'cafe'},commercial
77.2202933,28.6269741,cafe,activity,{'amenity': 'cafe'},commercial
77.2212499,28.6335971,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2206535,28.6303156,restaurant,activity,{'amenity': 'restaurant'},commercial
77.0512991,28.8032691,school,activity,{'amenity': 'school'},commercial
77.2144269,28.6411171,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2215631,28.6316411,bank,activity,{'amenity': 'bank'},commercial
77.2284238,28.5552682,fuel,activity,{'amenity': 'fuel'},commercial
77.2200849,28.6345271,,activity,{'shop': 'books'},commercial
77.08826,28.65141,,activity,{'shop': 'ticket'},commercial
77.1295344,28.6849512,clinic,activity,{'amenity': 'clinic'},commercial
77.2126817,28.6410343,bar,activity,{'amenity': 'bar'},commercial
77.2103053,28.6408661,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2147985,28.6444721,atm,activity,{'amenity': 'atm'},commercial
77.2644918,28.5368335,,activity,{'shop': 'hairdresser'},commercial
77.1332391,28.6892728,fast_food,activity,{'amenity': 'fast_food'},commercial
77.134831,28.6887399,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1288564,28.6851622,,activity,{'shop': 'beverages'},commercial
77.1314226,28.6852169,,activity,{'shop': 'convenience'},commercial
77.1300781,28.6846669,,activity,{'shop': 'sports'},commercial
77.1301961,28.6847116,pharmacy,activity,{'amenity': 'pharmacy'},commercial
77.1328985,28.6837456,,activity,{'shop': 'convenience'},commercial
77.1284111,28.6843068,,activity,{'shop': 'convenience'},commercial
77.128328,28.684308,,activity,{'shop': 'convenience'},commercial
77.1300888,28.684748,,activity,{'shop': 'sports'},commercial
77.1297804,28.6847739,,activity,{'shop': 'confectionery'},commercial
77.1297361,28.6847869,,activity,{'shop': 'electronics'},commercial
77.1324834,28.6849945,,activity,{'shop': 'convenience'},commercial
77.1325109,28.6850986,,activity,{'shop': 'hairdresser'},commercial
77.1287772,28.6851022,pharmacy,activity,{'amenity': 'pharmacy'},commercial
77.1316204,28.6851939,,activity,{'shop': 'stationery'},commercial
77.1317974,28.6856563,pharmacy,activity,{'amenity': 'pharmacy'},commercial
77.1323486,28.6866104,,activity,{'shop': 'convenience'},commercial
77.1323164,28.6866716,,activity,{'shop': 'convenience'},commercial
77.1358422,28.6836786,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2620577,28.5399824,bank,activity,{'amenity': 'bank'},commercial
77.2620761,28.5387124,bank,activity,{'amenity': 'bank'},commercial
77.0514424,28.5829447,atm,activity,{'amenity': 'atm'},commercial
77.0837828,28.605016,,activity,{'shop': 'electronics'},commercial
77.2044712,28.69823,,activity,{'shop': 'hifi'},commercial
77.2056247,28.6929644,,activity,{'shop': 'hifi'},commercial
77.2073486,28.5601846,,activity,{'shop': 'bicycle'},commercial
77.207355,28.5596596,,activity,{'shop': 'bicycle'},commercial
76.9685752,28.6304673,school,activity,{'amenity': 'school'},commercial
77.2096965,28.6791107,college,activity,{'amenity': 'college'},commercial
77.0678564,28.6056683,,activity,{'shop': 'travel_agency'},commercial
77.211746,28.6453308,atm,activity,{'amenity': 'atm'},commercial
77.2356148,28.5713092,,activity,{'shop': 'jewelry'},commercial
77.2184328,28.6135345,atm,activity,{'amenity': 'atm'},commercial
77.2232559,28.6579313,,activity,{'shop': 'confectionery'},commercial
77.217545,28.6303463,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2508472,28.5499056,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2197505,28.6313321,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2251048,28.5995342,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2203117,28.6297728,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2297231,28.6077697,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1086557,28.6961248,,activity,{'leisure': 'park'},commercial
77.1093807,28.6975761,hospital,activity,{'amenity': 'hospital'},commercial
77.1067343,28.5584543,fuel,activity,{'amenity': 'fuel'},commercial
77.2088677,28.6402692,cafe,activity,{'amenity': 'cafe'},commercial
77.2179887,28.6420621,restaurant,activity,{'amenity': 'restaurant'},commercial
77.0320047,28.632716,atm,activity,{'amenity': 'atm'},commercial
77.2879233,28.5652603,bus_station,activity,{'amenity': 'bus_station'},commercial
77.2357617,28.6080709,courthouse,activity,{'amenity': 'courthouse'},commercial
77.210777,28.6437527,bureau_de_change,activity,{'amenity': 'bureau_de_change'},commercial
77.2058387,28.6804,atm,activity,{'amenity': 'atm'},commercial
77.2326851,28.6165099,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2150403,28.6626757,,activity,{'shop': 'clothes'},commercial
77.1253145,28.5438531,,activity,{'shop': 'clothes'},commercial
77.1945193,28.6451684,bank,activity,{'amenity': 'bank'},commercial
77.2108535,28.6456719,,activity,{'shop': 'supermarket'},commercial
77.169391,28.6473887,school,activity,{'amenity': 'school'},commercial
77.208325,28.6576906,atm,activity,{'amenity': 'atm'},commercial
77.1069248,28.6622022,,activity,{'shop': 'car_repair'},commercial
77.1678193,28.5657876,,activity,{'shop': 'beverages'},commercial
77.1242522,28.5385875,atm,activity,{'amenity': 'atm'},commercial
77.1946696,28.5536045,fast_food,activity,{'amenity': 'fast_food'},commercial
77.0802312,28.5892881,post_office,activity,{'amenity': 'post_office'},commercial
77.2173289,28.6349539,community_centre,activity,{'amenity': 'community_centre'},commercial
77.2934451,28.6322586,,activity,{'shop': 'ticket'},commercial
77.0424068,28.6192389,atm,activity,{'amenity': 'atm'},commercial
77.1849245,28.5370038,school,activity,{'amenity': 'school'},commercial
77.3054488,28.6269568,school,activity,{'amenity': 'school'},commercial
77.2361501,28.6223326,bank,activity,{'amenity': 'bank'},commercial
77.304423,28.6345981,,activity,{'shop': 'hairdresser'},commercial
77.3037816,28.6350506,,activity,{'shop': 'stationery'},commercial
77.3035496,28.6348507,,activity,{'leisure': 'sports_centre'},commercial
77.3045938,28.6350525,fast_food,activity,{'amenity': 'fast_food'},commercial
77.3056381,28.6361218,dentist,activity,{'amenity': 'dentist'},commercial
77.3057025,28.6361048,,activity,{'shop': 'bakery'},commercial
77.0640235,28.5973177,fire_station,activity,{'amenity': 'fire_station'},commercial
77.3214599,28.6292275,fuel,activity,{'amenity': 'fuel'},commercial
77.3077009,28.6277636,,activity,{'shop': 'dairy'},commercial
77.3077815,28.627517,,activity,{'shop': 'dairy'},commercial
77.3080167,28.627859,,activity,{'shop': 'dairy'},commercial
77.3079646,28.6278114,restaurant,activity,{'amenity': 'restaurant'},commercial
77.3080498,28.6278787,restaurant,activity,{'amenity': 'restaurant'},commercial
77.3082514,28.6279536,bank,activity,{'amenity': 'bank'},commercial
77.3080711,28.6278151,,activity,{'shop': 'copyshop'},commercial
77.3082254,28.6278622,,activity,{'shop': 'copyshop'},commercial
77.3078164,28.6289168,,activity,{'shop': 'hairdresser'},commercial
77.3081375,28.6279122,restaurant,activity,{'amenity': 'restaurant'},commercial
77.3081905,28.6278531,,activity,{'shop': 'stationery'},commercial
77.3076674,28.6278377,,activity,{'shop': 'greengrocer'},commercial
77.3077061,28.6278826,,activity,{'shop': 'greengrocer'},commercial
77.3086694,28.6280352,restaurant,activity,{'amenity': 'restaurant'},commercial
77.3086643,28.6281191,,activity,{'shop': 'department_store'},commercial
77.3087096,28.6281355,,activity,{'shop': 'department_store'},commercial
77.3087203,28.6280517,,activity,{'shop': 'department_store'},commercial
77.3089,28.6280796,,activity,{'shop': 'mobile_phone'},commercial
77.3089463,28.628099,,activity,{'shop': 'chemist'},commercial
77.309012,28.628039,,activity,{'shop': 'chemist'},commercial
77.3090375,28.6279966,,activity,{'shop': 'chemist'},commercial
77.3089242,28.6280054,,activity,{'shop': 'mobile_phone'},commercial
77.3089375,28.627982,dentist,activity,{'amenity': 'dentist'},commercial
77.3085926,28.6280964,atm,activity,{'amenity': 'atm'},commercial
77.3086495,28.6280784,bank,activity,{'amenity': 'bank'},commercial
77.3085735,28.6280902,dentist,activity,{'amenity': 'dentist'},commercial
77.3090522,28.6279719,restaurant,activity,{'amenity': 'restaurant'},commercial
77.3052793,28.6249468,fuel,activity,{'amenity': 'fuel'},commercial
77.0802202,28.5892805,post_office,activity,{'amenity': 'post_office'},commercial
77.2180195,28.6323132,,activity,{'shop': 'clothes'},commercial
77.2183439,28.6333286,,activity,{'shop': 'clothes'},commercial
77.2193608,28.6343102,,activity,{'shop': 'clothes'},commercial
77.2187113,28.6341056,,activity,{'shop': 'clothes'},commercial
77.2164903,28.633364,,activity,{'shop': 'travel_agency'},commercial
77.2169738,28.6297544,,activity,{'shop': 'travel_agency'},commercial
77.220884,28.6339927,bar,activity,{'amenity': 'bar'},commercial
77.0782136,28.5979461,,activity,{'shop': 'travel_agency'},commercial
77.0542962,28.5788563,school,activity,{'amenity': 'school'},commercial
77.0370194,28.5905282,fuel,activity,{'amenity': 'fuel'},commercial
77.0533799,28.577472,fuel,activity,{'amenity': 'fuel'},commercial
77.0389764,28.5889898,school,activity,{'amenity': 'school'},commercial
77.0429664,28.5928726,fuel,activity,{'amenity': 'fuel'},commercial
77.0432993,28.5949179,school,activity,{'amenity': 'school'},commercial
77.0435893,28.5942654,school,activity,{'amenity': 'school'},commercial
77.2188116,28.6396565,,activity,{'shop': 'ticket'},commercial
77.2334875,28.6560137,fast_food,activity,{'amenity': 'fast_food'},commercial
77.0582992,28.6224974,atm,activity,{'amenity': 'atm'},commercial
77.1460252,28.6578826,,activity,{'shop': 'supermarket'},commercial
77.1950638,28.5550445,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2273055,28.6005499,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2197015,28.6307138,,activity,{'shop': 'electronics'},commercial
77.2172007,28.6328293,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2189369,28.5280037,restaurant,activity,{'amenity': 'restaurant'},commercial
76.953435,28.633421,bank,activity,{'amenity': 'bank'},commercial
76.9537195,28.6331399,school,activity,{'amenity': 'school'},commercial
77.1206055,28.6507071,,activity,{'shop': 'clothes'},commercial
77.1207971,28.6491809,,activity,{'shop': 'clothes'},commercial
77.0767263,28.6289565,cafe,activity,{'amenity': 'cafe'},commercial
77.076916,28.629042,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1562194,28.6716634,clinic,activity,{'amenity': 'clinic'},commercial
77.1302511,28.6838443,bank,activity,{'amenity': 'bank'},commercial
77.1273147,28.6840867,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1222176,28.6869377,community_centre,activity,{'amenity': 'community_centre'},commercial
77.1529427,28.6723785,fuel,activity,{'amenity': 'fuel'},commercial
77.143128,28.6737578,fuel,activity,{'amenity': 'fuel'},commercial
77.1218252,28.688357,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1218091,28.6883445,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1212148,28.6882438,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1214711,28.6882544,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1222294,28.6884697,doctors,activity,{'amenity': 'doctors'},commercial
77.1217654,28.6883696,clinic,activity,{'amenity': 'clinic'},commercial
77.1259071,28.6891334,bank,activity,{'amenity': 'bank'},commercial
77.1238183,28.6884465,,activity,{'shop': 'beverages'},commercial
77.1216542,28.6883534,atm,activity,{'amenity': 'atm'},commercial
77.1221833,28.6884528,clinic,activity,{'amenity': 'clinic'},commercial
77.2610507,28.6811819,cafe,activity,{'amenity': 'cafe'},commercial
77.2626777,28.688682,,activity,{'shop': 'bakery'},commercial
77.2369366,28.5703187,hospital,activity,{'amenity': 'hospital'},commercial
77.2389804,28.569701,,activity,{'shop': 'bicycle'},commercial
77.239698,28.5693626,,activity,{'shop': 'supermarket'},commercial
77.2404044,28.5693704,,activity,{'shop': 'clothes'},commercial
77.2371641,28.5703197,,activity,{'shop': 'jewelry'},commercial
77.2374691,28.5702369,,activity,{'shop': 'pet'},commercial
77.1970369,28.5463739,cafe,activity,{'amenity': 'cafe'},commercial
77.1967325,28.546439,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1965666,28.5464523,cafe,activity,{'amenity': 'cafe'},commercial
77.1964263,28.5463441,,activity,{'shop': 'clothes'},commercial
77.1970561,28.5464219,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2060927,28.5269577,bank,activity,{'amenity': 'bank'},commercial
77.2118362,28.5405268,cafe,activity,{'amenity': 'cafe'},commercial
77.1359545,28.7009228,cafe,activity,{'amenity': 'cafe'},commercial
77.1351148,28.7015222,,activity,{'shop': 'department_store'},commercial
77.1157636,28.692076,clinic,activity,{'amenity': 'clinic'},commercial
77.1160966,28.6920999,doctors,activity,{'amenity': 'doctors'},commercial
77.1166132,28.6921523,bicycle_rental,activity,{'amenity': 'bicycle_rental'},commercial
77.1167138,28.6917127,,activity,{'shop': 'convenience'},commercial
77.1160257,28.6920814,clinic,activity,{'amenity': 'clinic'},commercial
77.1168424,28.6918581,school,activity,{'amenity': 'school'},commercial
77.1942964,28.5535671,pub,activity,{'amenity': 'pub'},commercial
77.227275,28.6001537,,activity,{'shop': 'books'},commercial
77.2261708,28.5999552,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2633242,28.6927852,atm,activity,{'amenity': 'atm'},commercial
77.303731,28.6260694,post_office,activity,{'amenity': 'post_office'},commercial
77.0883327,28.8531508,post_office,activity,{'amenity': 'post_office'},commercial
77.2329699,28.6275778,police,activity,{'amenity': 'police'},commercial
77.0695922,28.7122809,bank,activity,{'amenity': 'bank'},commercial
77.0851809,28.5533046,atm,activity,{'amenity': 'atm'},commercial
77.2510098,28.5084236,atm,activity,{'amenity': 'atm'},commercial
77.24126,28.5679494,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1231657,28.7028399,bank,activity,{'amenity': 'bank'},commercial
77.2201372,28.6297305,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2214923,28.6293906,fuel,activity,{'amenity': 'fuel'},commercial
77.2095729,28.6437322,atm,activity,{'amenity': 'atm'},commercial
77.0932233,28.7026741,,activity,{'leisure': 'playground'},commercial
77.1038961,28.6886242,fuel,activity,{'amenity': 'fuel'},commercial
77.0997134,28.7029327,atm,activity,{'amenity': 'atm'},commercial
77.0997615,28.7029518,atm,activity,{'amenity': 'atm'},commercial
77.1163405,28.7011545,theatre,activity,{'amenity': 'theatre'},commercial
77.1032711,28.6886796,fuel,activity,{'amenity': 'fuel'},commercial
